173.168333,61.39375
173.068306,61.382889
172.965028,61.43625
172.923333,61.432056
172.906694,61.463694
172.875,61.462028
172.732444,61.403306
172.945833,61.338333
172.955778,61.320806
172.929194,61.310806
172.967472,61.305
172.970861,61.285
172.936667,61.267056
172.889917,61.259556
172.786611,61.283722
172.794972,61.267917
172.820833,61.269111
172.690833,61.218306
172.651667,61.16625
172.509972,61.172917
172.398333,61.219583
172.340861,61.2075
172.370806,61.160833
172.444111,61.129972
172.301611,61.110389
172.245722,61.134167
172.300056,61.103722
172.422556,61.103333
172.401583,61.045417
172.472528,61.074139
172.485833,61.049167
172.419944,61.011222
172.336694,61.017889
172.275,61.005444
172.155,61.067917
172.11325,61.068722
172.053306,61.095444
172.030833,61.088306
172.152444,61.042444
172.104139,61.015833
172.165,61.029583
172.21575,60.9725
172.196611,60.937889
172.128333,60.917917
172.139194,60.930806
172.110889,60.935833
172.112417,60.859139
172.0725,60.857472
172.070028,60.835417
172.037472,60.84
172.004944,60.887056
171.965889,60.881639
171.980778,60.841667
171.93825,60.826222
171.818306,60.823722
171.791667,60.846222
171.7075,60.835
171.702444,60.813306
171.656583,60.807889
171.615833,60.776667
171.654111,60.749972
171.634194,60.718306
171.486667,60.701194
171.404167,60.643333
171.393361,60.612917
171.344944,60.609556
171.19,60.550417
171.074889,60.54375
170.93325,60.489556
170.869972,60.487917
170.798333,60.516222
170.767444,60.503333
170.809972,60.467944
170.869139,60.484139
170.814111,60.430833
170.749944,60.417889
170.734972,60.400417
170.66,60.40875
170.648389,60.429583
170.549111,60.426667
170.600028,60.410389
170.606694,60.42375
170.650806,60.415
170.627444,60.392472
170.665778,60.375
170.596437,60.356175
170.553389,60.367083
170.494139,60.355806
170.684972,60.352083
170.695806,60.312472
170.519139,60.252472
170.432472,59.972472
170.393278,59.944611
170.309972,59.927083
170.26,59.927028
170.211611,59.959556
170.127417,59.969972
170.1575,60.007472
170.118306,60.050389
170.138306,60.022917
169.955722,60.074139
169.872472,60.216639
169.891667,60.204528
169.998361,60.234528
169.918333,60.251222
169.885778,60.246639
169.88,60.224583
169.791667,60.261194
169.784111,60.306639
169.740833,60.329167
169.749111,60.385806
169.59075,60.443306
169.636639,60.437111
169.631694,60.450389
169.680778,60.449111
169.521611,60.456222
169.413306,60.513722
169.278389,60.534583
169.368278,60.527889
169.402444,60.555806
169.328306,60.600389
169.253333,60.612889
169.226611,60.55375
169.169944,60.582917
169.133333,60.568722
169.077556,60.577472
169.138278,60.567083
169.16825,60.577889
169.171667,60.552889
169.032417,60.572472
169.218333,60.544583
168.756667,60.562083
168.71,60.540417
168.573278,60.573694
168.556667,60.592917
168.483278,60.595417
168.116583,60.562056
167.885,60.502056
167.836667,60.50625
167.794972,60.537917
167.7925,60.471639
167.716694,60.474556
167.693278,60.45375
167.573306,60.425389
167.493333,60.422056
167.514167,60.433306
167.475028,60.454583
167.480833,60.410833
167.398306,60.407083
167.425833,60.4175
167.361639,60.454583
167.397417,60.385833
167.376611,60.373778
167.343333,60.386222
167.311639,60.360361
167.220056,60.334556
167.080806,60.380833
167.069194,60.402472
167.118278,60.404611
167.059139,60.409972
167.044194,60.380833
167.0875,60.330833
167.075833,60.3025
166.990028,60.297917
166.961583,60.274556
166.975778,60.273333
166.891667,60.221222
166.790833,60.224167
166.864111,60.2125
166.7425,60.097444
166.588306,60.002056
166.424139,59.934139
166.345861,59.844972
166.278389,59.811194
166.085722,59.805806
166.090861,59.875806
166.170806,59.9725
166.207556,60.124111
166.282444,60.143306
166.310778,60.191694
166.257556,60.392528
166.268306,60.360417
166.331611,60.372056
166.3875,60.408333
166.357444,60.436639
166.385861,60.455806
166.356667,60.461222
166.340028,60.447889
166.275,60.472056
166.167472,60.441639
166.231694,60.442083
166.008306,60.422056
165.959083,60.393333
165.965861,60.356667
165.919944,60.337889
165.999056,60.359972
166.045889,60.409972
166.099139,60.4275
166,60.353694
165.828306,60.312083
165.794139,60.275806
165.690833,60.245833
165.706639,60.239583
165.639917,60.234556
165.501667,60.192056
165.459111,60.203333
165.451667,60.242917
165.457417,60.189139
165.4925,60.189972
165.339861,60.147917
165.223361,60.082889
165.186611,60.081222
165.197444,60.100833
165.149167,60.109167
165.174083,60.126694
165.156611,60.137889
165.129944,60.09625
165.069972,60.085389
165.089194,60.101639
165.053222,60.106278
165.0275,60.059139
165.094917,60.069528
165.105,60.083722
165.164917,60.080417
165.142417,60.023306
165.224139,59.994972
165.165778,59.972472
165.132444,59.893306
165.080833,59.858278
164.948306,59.837083
164.836639,59.782861
164.795778,59.824944
164.775806,59.931667
164.709167,60
164.613333,60.017889
164.572444,60.060806
164.486639,60.10125
164.383278,60.090389
164.368278,60.055417
164.351583,60.08625
164.3075,60.033333
164.322639,59.998667
164.341556,60.022056
164.355778,60
164.211667,59.967917
164.137472,59.934167
164.124056,59.890806
164.20825,59.872056
164.199972,59.857917
164.141639,59.87375
164.07825,59.868694
164.059139,59.899139
164.1,59.91625
164.087389,59.899167
164.1075,59.899194
164.134194,59.938306
164.224139,59.979111
164.21,59.99125
164.145028,59.977083
164.057222,59.998667
164.060056,60.01875
163.848361,60.002083
163.86825,60.016222
163.791694,60.02375
163.749944,60.022056
163.7325,59.998583
163.637333,59.998611
163.69,59.95125
163.744972,59.947028
163.739194,59.969972
163.760778,59.9675
163.776694,59.989528
163.776583,59.967861
163.819083,59.981667
163.739111,59.930861
163.696611,59.866222
163.66175,59.885444
163.558278,59.894556
163.511694,59.888722
163.462444,59.859139
163.369194,59.765
163.414111,59.618333
163.343361,59.58375
163.319972,59.594583
163.216639,59.578722
163.1875,59.559972
163.190056,59.54375
163.212472,59.555806
163.18325,59.513722
163.305806,59.562472
163.212389,59.524944
163.188361,59.487889
163.120806,59.484139
163.191639,59.484556
163.199083,59.496639
163.312556,59.419167
163.344139,59.360833
163.340778,59.274139
163.284972,59.227111
163.259111,59.230028
163.325778,59.270806
163.316639,59.291222
163.176694,59.285417
163.086667,59.262889
163.070778,59.239167
163.079139,59.1775
163.230833,59.139972
163.240833,59.059972
163.218361,59.038722
163.159139,59.042472
163.219194,59.054139
163.237528,59.084167
163.074194,59.129194
163.121639,59.119556
163.114917,59.136222
163.031583,59.142056
163.036611,59.183722
162.97425,59.127472
162.909861,59.127861
162.902306,59.110861
163.004111,59.015
163.055,59.00375
163.039222,58.968306
162.861639,58.907889
162.826667,58.879528
162.866639,58.926222
162.970668,58.947608
162.921639,58.973722
162.893306,58.968722
162.912444,58.944167
162.857583,58.932472
162.799083,58.87
162.751611,58.874583
162.746639,58.862861
162.683278,58.855417
162.685833,58.824139
162.736639,58.817056
162.755806,58.829139
162.7325,58.851667
162.771639,58.83375
162.814139,58.863333
162.794944,58.836222
162.640028,58.77625
162.517417,58.763333
162.554167,58.765806
162.505,58.736222
162.607472,58.77
162.470833,58.706639
162.316694,58.57375
162.318361,58.58875
162.271611,58.572861
162.199167,58.602472
162.277472,58.5625
162.18,58.577917
162.184167,58.564139
162.249972,58.545417
162.275,58.543722
162.335778,58.582472
162.140806,58.380806
162.090833,58.299139
162.1225,58.36
162.089139,58.314111
162.037417,58.316639
162.084139,58.3075
162.082556,58.28
162.004111,58.149972
161.990778,58.043333
161.981694,58.102056
161.964111,57.994139
161.951667,58.004583
161.89075,57.977444
161.933361,57.962056
161.955028,57.987917
161.982583,57.976639
161.984944,58.035417
162.030889,57.935833
162.130806,57.849139
162.103306,57.852917
162.107472,57.835778
162.141667,57.844556
162.279944,57.796222
162.477472,57.774111
162.437528,57.766639
162.439139,57.739167
162.340778,57.675
162.363306,57.66875
162.465833,57.707472
162.480778,57.737444
162.524194,57.751639
162.4875,57.851639
162.54575,57.9325
162.671639,57.935389
162.691611,57.95125
162.743278,57.922917
162.791667,57.92125
162.788306,57.899583
162.85825,57.901222
163.048278,57.821222
163.20825,57.822889
163.284083,57.739111
163.319222,57.7275
163.224194,57.662472
163.215778,57.585833
163.142444,57.57
163.094111,57.483306
162.906611,57.437083
162.786639,57.35625
162.675861,57.336611
162.751667,57.339583
162.741611,57.331194
162.763333,57.343722
162.766639,57.326222
162.785833,57.354167
162.767528,57.198306
162.849222,57.037444
162.782444,56.852472
162.7775,56.765833
162.839972,56.718694
162.925,56.693722
163.061556,56.742056
163.123278,56.727028
163.2275,56.744139
163.225806,56.711639
163.280833,56.689139
163.229194,56.615778
163.270861,56.570833
163.242472,56.541667
163.274111,56.460806
163.244194,56.445833
163.349083,56.326667
163.330778,56.261639
163.360806,56.187472
163.263278,56.144583
163.15575,56.124944
163.043333,56.007083
162.906583,56.02125
162.809111,56.061667
162.735722,56.150806
162.690833,56.166639
162.624944,56.224556
162.490806,56.2125
162.586667,56.235417
162.572833,56.251861
162.518333,56.22875
162.463056,56.247194
162.484139,56.216639
162.442444,56.210028
162.488278,56.215417
162.478278,56.207056
162.229972,56.157056
162.087472,56.094167
162.047472,56.050806
162.074194,56.022444
161.9375,55.839139
161.934111,55.787444
161.792472,55.625833
161.754139,55.522472
161.747472,55.37
161.790778,55.215
161.839111,55.132472
161.822444,55.124972
161.844139,55.123333
161.887472,55.0625
161.995917,55.0025
162.0875,54.883333
162.157417,54.849139
162.159139,54.829139
162.126611,54.830417
162.107556,54.810778
162.144083,54.748333
161.999111,54.687472
161.984194,54.659972
161.839167,54.594167
161.779194,54.533333
161.696722,54.494556
161.615,54.510389
161.484944,54.507083
161.289972,54.474583
161.205833,54.519111
161.204139,54.574972
161.149972,54.585361
161.008306,54.584556
160.845028,54.554583
160.714972,54.515389
160.462444,54.4
160.252417,54.259167
160.134194,54.219972
159.983333,54.108694
160.015806,54.139139
160.008306,54.154611
159.984139,54.154139
159.982556,54.079139
159.852417,53.82
159.8475,53.705806
159.873158,53.667055
159.819972,53.685389
159.844167,53.659139
159.800806,53.663333
159.810833,53.638306
159.839944,53.643722
159.87575,53.620861
159.903333,53.567056
159.922417,53.594139
159.902444,53.628306
159.844111,53.665833
159.920778,53.664972
159.900778,53.650806
159.957417,53.576611
159.96575,53.492472
159.94,53.465389
159.876639,53.477917
159.879083,53.49
159.830778,53.505806
159.834972,53.532889
159.777444,53.504111
159.835778,53.488306
159.846611,53.464556
159.874167,53.478278
159.844083,53.448306
159.855778,53.392444
159.878306,53.381278
159.91,53.396222
159.937528,53.379167
159.902472,53.346667
159.912472,53.324167
159.931583,53.313722
159.955028,53.328722
159.980833,53.319972
159.914194,53.251639
159.950806,53.208333
159.979167,53.254167
160.0375,53.261639
160.004139,53.219111
160.036611,53.216222
160.050806,53.197472
160.035833,53.163306
160.0675,53.139167
160.044167,53.1275
160.049139,53.089944
159.974944,53.098694
159.7475,53.197444
159.772528,53.233306
159.852444,53.264139
159.818306,53.269583
159.724972,53.212944
159.639944,53.250417
159.586583,53.246222
159.479167,53.22
159.398278,53.145417
159.35,53.163778
159.09,53.101222
158.860722,52.996583
158.699944,52.882
158.667361,52.906583
158.674056,52.938278
158.634194,52.959111
158.651583,52.967778
158.674083,52.962417
158.639167,53.025806
158.585,53.057028
158.533361,53.057056
158.517556,53.031667
158.417278,52.998556
158.41575,52.979917
158.465889,52.963333
158.407472,52.946556
158.426611,52.892806
158.540778,52.889139
158.528361,52.911972
158.462472,52.924944
158.484833,52.932861
158.539861,52.911167
158.621667,52.917861
158.642444,52.896639
158.619194,52.89
158.627389,52.871528
158.592444,52.8625
158.639139,52.841639
158.574083,52.810778
158.560889,52.777444
158.488306,52.782861
158.474028,52.772417
158.484167,52.737444
158.595667,52.697417
158.557361,52.676556
158.580778,52.664944
158.540778,52.64825
158.544111,52.625806
158.500028,52.615361
158.401556,52.657028
158.384167,52.651639
158.454167,52.614083
158.414889,52.619528
158.409083,52.597417
158.464806,52.563722
158.507472,52.562472
158.520722,52.530833
158.489139,52.50075
158.520806,52.480833
158.510722,52.465722
158.46075,52.459917
158.477472,52.445833
158.3975,52.405833
158.426639,52.401222
158.499972,52.437083
158.55575,52.418222
158.537444,52.409139
158.567528,52.379972
158.475861,52.344944
158.486611,52.328722
158.54575,52.329139
158.542417,52.289167
158.509972,52.269556
158.438333,52.270389
158.459083,52.25325
158.38575,52.224167
158.377528,52.196611
158.409167,52.192472
158.409167,52.171639
158.3825,52.13325
158.333333,52.139556
158.290778,52.104139
158.315861,52.063222
158.272528,52.029222
158.282444,52.009083
158.255861,52.004917
158.272528,51.964139
158.147528,51.873306
158.0975,51.810806
158.000806,51.793306
158.045778,51.798306
158.007444,51.770806
157.9925,51.726639
157.960806,51.719972
157.904139,51.630778
157.850806,51.620806
157.822472,51.584139
157.778333,51.577083
157.743306,51.547083
157.696722,51.557056
157.589167,51.523333
157.509194,51.467472
157.462472,51.364139
157.322472,51.335833
157.334111,51.310806
157.293306,51.278722
157.272528,51.282444
157.254194,51.225833
157.164194,51.190806
157.141694,51.16625
157.082472,51.158306
157.052556,51.124139
156.865806,51.020806
156.792472,50.934944
156.673361,50.862056
156.664194,50.885806
156.765889,50.982472
156.752472,51.080028
156.736611,51.095417
156.699167,51.094972
156.724111,51.160861
156.704222,51.203306
156.672444,51.218306
156.692472,51.230833
156.670861,51.228333
156.658389,51.257056
156.567472,51.269111
156.527556,51.314139
156.515806,51.429944
156.4775,51.525
156.499194,51.813306
156.4775,51.929167
156.490028,51.913722
156.514194,51.934111
156.494194,51.935
156.489111,51.999139
156.514972,52.01875
156.487528,52.023361
156.482472,52.0025
156.419194,52.3025
156.312528,52.534111
156.374944,52.443694
156.4575,52.4825
156.479083,52.515
156.455028,52.533722
156.388333,52.517889
156.331667,52.533694
156.301333,52.562528
156.3075,52.523333
156.150806,52.829972
156.110778,53.053333
156.134194,53.076639
156.115028,53.100389
156.110861,53.065
156.080778,53.2375
156.099139,53.239139
156.079167,53.245806
155.912528,53.949167
155.732444,54.443333
155.562528,55.175833
155.562444,55.404139
155.6375,55.721694
155.654167,55.9625
155.741611,56.118722
155.725833,56.071639
155.744972,56.089556
155.779111,56.085806
155.744167,56.098306
155.759111,56.177528
155.989139,56.678306
156.1175,56.813333
156.185889,56.828306
156.123333,56.779556
156.194944,56.800417
156.2125,56.849944
156.365028,56.895389
156.487417,56.962444
156.550806,57.038306
156.536611,57.092917
156.629917,57.092889
156.666694,57.06375
156.669917,57.087083
156.699972,57.070417
156.732472,57.075
156.743278,57.085417
156.710028,57.074583
156.687444,57.096667
156.790861,57.157472
156.904056,57.283333
156.985833,57.393306
157.004139,57.485806
156.900889,57.675778
156.848333,57.712028
156.774194,57.721667
156.857472,57.777528
156.850833,57.7975
156.896611,57.798722
157.01,57.856222
157.059139,57.798333
157.171611,57.772056
157.325083,57.764583
157.445,57.787917
157.539083,57.827472
157.590778,57.8975
157.584139,57.929972
157.672444,57.974972
157.654167,57.999139
157.688361,58.01125
157.764944,58.012056
157.754139,57.997472
157.788306,57.982056
157.958278,57.974556
158.119972,57.99625
158.17,58.026278
158.229917,58.014556
158.276639,58.032056
158.319944,57.977056
158.3025,58.030833
158.268278,58.037083
158.231611,58.017056
158.224139,58.028306
158.364194,58.085778
158.67325,58.26125
159.120889,58.448333
159.170778,58.51
159.202472,58.508306
159.169194,58.514167
159.220806,58.554972
159.510833,58.706667
159.617444,58.784139
159.640722,58.833306
159.681556,58.828778
159.717444,58.845861
159.762444,58.915806
159.762444,58.960806
159.722417,58.974139
159.762417,59.039167
159.844083,59.066667
159.84,59.076194
159.822417,59.068333
159.857472,59.124167
160.154111,59.280806
160.194972,59.324583
160.291694,59.337917
160.387472,59.381639
160.435778,59.424972
160.490806,59.553306
160.609167,59.563306
160.507472,59.546667
160.585,59.553722
160.694889,59.590389
160.785,59.594556
160.888306,59.621222
160.942444,59.665778
160.9475,59.704167
161,59.709583
161.044944,59.745389
161.134167,59.758306
161.475806,60.028333
161.526583,60.047056
161.573306,60.032056
161.564111,60.044167
161.614111,60.071639
161.800056,60.13625
161.909111,60.201667
161.9425,60.229111
161.944111,60.294111
161.921667,60.307917
161.889139,60.299944
161.941556,60.417944
162.020056,60.427056
162.073361,60.469556
162.156639,60.480417
162.205028,60.527083
162.404944,60.537917
162.520028,60.607917
162.628333,60.594528
162.71,60.607889
162.723222,60.630417
162.780833,60.637472
162.92325,60.75875
163.021611,60.775389
163.076611,60.751222
163.129917,60.75375
163.1425,60.772444
163.109111,60.777444
163.145,60.777889
163.193333,60.805417
163.249944,60.792889
163.331722,60.799556
163.295833,60.725833
163.313361,60.717917
163.406639,60.81375
163.608333,60.865444
163.663278,60.869583
163.701639,60.842944
163.765056,60.832083
163.768361,60.842083
163.789083,60.8225
163.776639,60.842917
163.735889,60.848278
163.740778,60.863333
163.729944,60.847889
163.700778,60.857472
163.752444,60.905861
163.778361,60.912083
163.708361,60.922083
163.65,60.95625
163.482583,61.004972
163.516611,61.032889
163.620806,61.058306
163.616611,61.113722
163.766639,61.177056
163.939111,61.224167
163.947528,61.273333
164.027472,61.3425
163.968333,61.423722
163.866667,61.446222
163.808389,61.438778
163.771639,61.412917
163.749111,61.455861
163.845861,61.568278
163.870778,61.651611
163.935,61.66625
164.028278,61.652083
164.015833,61.666639
164.065861,61.685806
164.077417,61.804972
164.045806,61.841639
164.102444,61.914139
164.074139,61.995
164.110833,62.020833
164.074056,62.096694
164.125833,62.128306
164.102444,62.165
164.149083,62.270806
164.215,62.290389
164.234972,62.313722
164.431639,62.356194
164.445833,62.398333
164.495028,62.402917
164.531667,62.440361
164.743389,62.45625
164.961667,62.403694
165.098333,62.407056
165.1995,62.381917
165.105806,62.441639
165.308583,62.469
165.236722,62.489583
165.07825,62.487889
164.889972,62.547056
164.75,62.56125
164.609944,62.68125
164.38325,62.694583
164.291694,62.663694
164.046667,62.65125
163.985833,62.633306
163.926639,62.582083
163.858333,62.602917
163.789889,62.603694
163.261583,62.517917
163.265833,62.4575
163.164194,62.419139
163.221611,62.418722
163.230806,62.381611
163.314944,62.370417
163.372472,62.334944
163.234972,62.314556
163.237417,62.283306
163.174944,62.272056
163.087389,62.220806
163.092472,62.173333
163.142528,62.1175
163.097444,62.094139
163.123389,62.068722
163.156639,62.077056
163.192528,62.058306
163.134167,62.031639
163.140833,62.003278
163.104167,61.973278
163.065806,61.966639
163.082556,61.945
163.020806,61.92
163.021583,61.910361
163.0675,61.918333
162.969194,61.802528
163.053333,61.766222
163.338389,61.712028
163.329139,61.660778
163.223278,61.645417
163.200833,61.629167
163.226722,61.610389
163.189972,61.630389
163.128306,61.622083
163.077472,61.585806
163.110833,61.546639
163.021639,61.513722
162.96075,61.559139
162.96575,61.577528
162.91,61.577917
162.895028,61.612083
162.852417,61.604167
162.866667,61.625389
162.944111,61.644139
162.917472,61.678306
162.83,61.716222
162.620806,61.664167
162.649972,61.627889
162.746639,61.627917
162.770056,61.592944
162.671639,61.601222
162.634972,61.624556
162.428333,61.674611
162.388333,61.662028
162.359167,61.613333
162.295778,61.611639
162.329139,61.587472
162.255,61.548722
162.207528,61.555778
162.2275,61.516667
162.158306,61.488722
162.130806,61.494139
162.109111,61.441639
162.010778,61.438333
162.059167,61.417472
161.997472,61.374972
161.92,61.372917
161.90075,61.419111
161.871583,61.427056
161.9125,61.354972
161.893333,61.335361
161.863222,61.332056
161.808389,61.36875
161.780861,61.298306
161.67,61.279528
161.621694,61.250417
161.572528,61.25
161.600833,61.214139
161.572444,61.184972
161.483278,61.197917
161.457556,61.167472
161.405861,61.1525
161.457417,61.134167
161.445861,61.119167
161.374972,61.106222
161.301694,61.056222
161.213278,61.052056
161.179194,60.987472
161.011694,60.932083
160.968389,60.901222
160.914111,60.896639
160.804083,60.714139
160.746639,60.727917
160.691694,60.765389
160.643222,60.709611
160.574944,60.719556
160.561556,60.73875
160.500028,60.702889
160.423333,60.697056
160.405833,60.711667
160.431639,60.745389
160.388361,60.719556
160.360889,60.7225
160.387417,60.703306
160.367472,60.6575
160.313361,60.649611
160.290778,60.608306
160.213361,60.57875
160.159917,60.572889
160.139167,60.585
160.150778,60.660833
160.215,60.657083
160.202528,60.695806
160.25075,60.7075
160.249083,60.774972
160.174222,60.822472
160.205833,60.824972
160.21325,60.842083
160.252444,60.8225
160.2425,60.875
160.267528,60.874972
160.269917,60.90125
160.309917,60.882111
160.313222,60.90375
160.384083,60.901667
160.337472,60.925806
160.424167,60.984139
160.399139,61.003361
160.440806,61.033306
160.369972,61.042083
160.351694,61.027111
160.274889,61.017917
160.190028,61.035417
160.089972,61.011222
159.994972,60.958722
159.955694,60.960833
159.945028,60.937083
159.89325,60.94125
159.903278,60.915417
159.791667,60.927056
160.005833,61.102472
159.964083,61.136639
159.9725,61.1725
159.919194,61.206667
159.954139,61.224167
159.942528,61.239972
159.890028,61.257111
159.826611,61.231222
159.7725,61.238306
159.795778,61.248333
159.775806,61.258306
159.829139,61.269972
159.826556,61.28875
159.904944,61.291194
159.966639,61.25875
159.959111,61.272472
160.020861,61.290833
159.954889,61.285389
159.8825,61.319111
159.921667,61.315389
159.975694,61.337472
159.943306,61.375444
160.075833,61.373306
160.044167,61.388333
160.110778,61.437444
160.039083,61.451639
160.119972,61.500444
160.216556,61.509583
160.279111,61.55
160.250861,61.569139
160.280833,61.605806
160.260778,61.622528
160.325861,61.663306
160.259083,61.689972
160.412472,61.760833
160.404139,61.794167
160.357444,61.803306
160.404139,61.823306
160.374167,61.905
160.420806,61.912472
160.352472,61.909167
160.396639,61.955417
160.366694,61.935417
160.298278,61.937056
160.19,61.88125
160.131583,61.879583
160.034944,61.842889
159.974111,61.759167
159.9,61.708722
159.819944,61.706194
159.799944,61.727083
159.791583,61.697083
159.728361,61.697944
159.699944,61.727056
159.71075,61.684167
159.621667,61.676222
159.578333,61.648722
159.52575,61.665
159.514056,61.690028
159.537528,61.7975
